P_min_pct,S_min_pct,n_reps,median_ms,p95_ms,min_ms,max_ms
90,80,100,0.3747999435290694,0.39438497624360025,0.37139991763979197,0.46609994024038315
95,85,100,0.3730000462383032,0.3845250117592513,0.36170007660984993,0.4965999396517873
98,90,100,0.3349999897181988,0.3519949968904257,0.3306999569758773,0.4427999956533313
