n_pairs,tie_tolerance_pp,practical_proposed_wins,practical_multicover_wins,practical_ties,strict_proposed_wins,strict_multicover_wins,strict_ties,d_worst_sensor_slack_pp_median,d_worst_sensor_slack_pp_positive_count,d_worst_sensor_slack_pp_zero_count,d_worst_sensor_slack_pp_negative_count,d_worst_packet_slack_pp_median,d_worst_packet_slack_pp_positive_count,d_worst_packet_slack_pp_zero_count,d_worst_packet_slack_pp_negative_count,d_months_meeting_both_median,d_months_meeting_both_positive_count,d_months_meeting_both_zero_count,d_months_meeting_both_negative_count
506,0.1,472,34,0,472,34,0,0.0,0,506,0,1.2181416557942555,437,32,37,0.0,53,453,0
