test_month,P_min_pct,S_min_pct,policy,fit_method,fit_months,fit_status,n_links,selected_links,subset_hash,packet_coverage_pct,worst_sensor_coverage_pct,median_sensor_coverage_pct,n_active_sensors,meets_packet_threshold,meets_sensor_threshold,meets_both_thresholds,test_oracle_n_links,budget_minus_test_oracle,subset_jaccard_with_test_oracle,is_initial_observation_cold_start,is_before_frozen_policy_available
2024-03,95,85,previous_month,coverage_only,2024-02,Feasible,9,sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,68aabbae95322465,62.564525570751954,14.617775015537601,95.02749502749502,9,False,False,False,9,0,0.38461538461538464,True,True
2024-03,95,85,expanding_window,coverage_only,2024-02,Feasible,9,sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,68aabbae95322465,62.564525570751954,14.617775015537601,95.02749502749502,9,False,False,False,9,0,0.38461538461538464,True,True
2024-03,95,85,previous_month,exact,2024-02,Optimal,9,sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,68aabbae95322465,62.564525570751954,14.617775015537601,95.02749502749502,9,False,False,False,9,0,0.38461538461538464,True,True
2024-03,95,85,expanding_window,exact,2024-02,Optimal,9,sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,68aabbae95322465,62.564525570751954,14.617775015537601,95.02749502749502,9,False,False,False,9,0,0.38461538461538464,True,True
2024-03,95,85,retrospective_oracle,exact,2024-03,Optimal,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,97.15289234207866,95.02749502749502,96.28147799482231,9,True,True,True,9,0,1.0,True,True
2024-03,98,90,previous_month,proposed,2024-02,Feasible,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,expanding_window,proposed,2024-02,Feasible,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,previous_month,multicover,2024-02,Feasible,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,expanding_window,multicover,2024-02,Feasible,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,previous_month,coverage_only,2024-02,Feasible,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,expanding_window,coverage_only,2024-02,Feasible,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,previous_month,exact,2024-02,Optimal,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,expanding_window,exact,2024-02,Optimal,11,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,c5938768945b9d17,71.95598956947475,17.333499005964214,95.73250685421385,9,False,False,False,11,0,0.375,True,True
2024-03,98,90,retrospective_oracle,exact,2024-03,Optimal,11,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA;sensor09→gatewayB,91d8c74dc49370dc,98.19461444308446,96.11999073430623,98.68241143567433,9,True,True,True,11,0,1.0,True,True
2024-04,90,80,previous_month,proposed,2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,expanding_window,proposed,2024-02;2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,previous_month,multicover,2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,expanding_window,multicover,2024-02;2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,previous_month,coverage_only,2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,expanding_window,coverage_only,2024-02;2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,previous_month,exact,2024-03,Optimal,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,expanding_window,exact,2024-02;2024-03,Optimal,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,True,False,False,9,0,0.8,False,True
2024-04,90,80,retrospective_oracle,exact,2024-04,Optimal,9,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,a3ace494bf9be893,93.60929651510814,86.56627226006933,94.47077409162718,9,True,True,True,9,0,1.0,False,True
2024-04,95,85,previous_month,proposed,2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,False,False,False,10,-1,0.7272727272727273,False,True
2024-04,95,85,expanding_window,proposed,2024-02;2024-03,Feasible,10,sensor01→gatewayA;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,653063214fd849c6,94.9040939020899,86.56627226006933,95.0222882615156,9,False,True,False,10,0,0.8181818181818182,False,True
2024-04,95,85,previous_month,multicover,2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,False,False,False,10,-1,0.7272727272727273,False,True
2024-04,95,85,expanding_window,multicover,2024-02;2024-03,Feasible,10,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,6756bef9be569a69,92.37696171563907,75.37305752804363,95.0222882615156,9,False,False,False,10,0,0.6666666666666666,False,True
2024-04,95,85,previous_month,coverage_only,2024-03,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,False,False,False,10,-1,0.7272727272727273,False,True
2024-04,95,85,expanding_window,coverage_only,2024-02;2024-03,Feasible,10,sensor01→gatewayA;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,653063214fd849c6,94.9040939020899,86.56627226006933,95.0222882615156,9,False,True,False,10,0,0.8181818181818182,False,True
2024-04,95,85,previous_month,exact,2024-03,Optimal,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.7900736538011,75.37305752804363,94.47077409162718,9,False,False,False,10,-1,0.7272727272727273,False,True
2024-04,95,85,expanding_window,exact,2024-02;2024-03,Optimal,10,sensor01→gatewayA;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,653063214fd849c6,94.9040939020899,86.56627226006933,95.0222882615156,9,False,True,False,10,0,0.8181818181818182,False,True
2024-04,95,85,retrospective_oracle,exact,2024-04,Optimal,10,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,947350bea811764a,95.0680581943107,89.76021405783678,95.0222882615156,9,True,True,True,10,0,1.0,False,True
2024-04,98,90,previous_month,proposed,2024-03,Feasible,11,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA;sensor09→gatewayB,91d8c74dc49370dc,93.22280925487338,75.37305752804363,96.05309116311561,9,False,False,False,14,-3,0.6666666666666666,False,True
2024-04,98,90,expanding_window,proposed,2024-02;2024-03,Feasible,13,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor03→gatewayC;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,02b483276331df2a,97.58868386122896,91.56031784252347,98.2044360990494,9,False,True,False,14,-1,0.9285714285714286,False,True
2024-04,98,90,previous_month,multicover,2024-03,Feasible,11,sensor01→gatewayA;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA,ce4a3ca4dad5360b,95.81630794055644,86.56627226006933,96.05309116311561,9,False,False,False,14,-3,0.7857142857142857,False,True
2024-04,98,90,expanding_window,multicover,2024-02;2024-03,Feasible,13,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor03→gatewayC;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,02b483276331df2a,97.58868386122896,91.56031784252347,98.2044360990494,9,False,True,False,14,-1,0.9285714285714286,False,True
2024-04,98,90,previous_month,coverage_only,2024-03,Feasible,11,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA;sensor09→gatewayB,91d8c74dc49370dc,93.22280925487338,75.37305752804363,96.05309116311561,9,False,False,False,14,-3,0.6666666666666666,False,True
2024-04,98,90,expanding_window,coverage_only,2024-02;2024-03,Feasible,13,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor03→gatewayC;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,02b483276331df2a,97.58868386122896,91.56031784252347,98.2044360990494,9,False,True,False,14,-1,0.9285714285714286,False,True
2024-04,98,90,previous_month,exact,2024-03,Optimal,11,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA;sensor09→gatewayB,91d8c74dc49370dc,93.22280925487338,75.37305752804363,96.05309116311561,9,False,False,False,14,-3,0.6666666666666666,False,True
2024-04,98,90,expanding_window,exact,2024-02;2024-03,Optimal,13,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor03→gatewayC;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,02b483276331df2a,97.58868386122896,91.56031784252347,98.2044360990494,9,False,True,False,14,-1,0.9285714285714286,False,True
2024-04,98,90,retrospective_oracle,exact,2024-04,Optimal,14,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor03→gatewayC;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA,41373d6960c195b8,98.50089789969549,95.0222882615156,99.7769691278319,9,True,True,True,14,0,1.0,False,True
2024-05,90,80,previous_month,proposed,2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,a3ace494bf9be893,94.88627137486104,88.03892723775037,95.6629491945477,9,True,True,True,9,0,0.38461538461538464,False,False
2024-05,90,80,expanding_window,proposed,2024-02;2024-03;2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,previous_month,multicover,2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,a3ace494bf9be893,94.88627137486104,88.03892723775037,95.6629491945477,9,True,True,True,9,0,0.38461538461538464,False,False
2024-05,90,80,expanding_window,multicover,2024-02;2024-03;2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,previous_month,coverage_only,2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,a3ace494bf9be893,94.88627137486104,88.03892723775037,95.6629491945477,9,True,True,True,9,0,0.38461538461538464,False,False
2024-05,90,80,expanding_window,coverage_only,2024-02;2024-03;2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,previous_month,exact,2024-04,Optimal,9,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,a3ace494bf9be893,94.88627137486104,88.03892723775037,95.6629491945477,9,True,True,True,9,0,0.38461538461538464,False,False
2024-05,90,80,expanding_window,exact,2024-02;2024-03;2024-04,Optimal,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,frozen_initial_window,proposed,2024-02;2024-03;2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,frozen_initial_window,multicover,2024-02;2024-03;2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,frozen_initial_window,coverage_only,2024-02;2024-03;2024-04,Feasible,9,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,5116df5a05fbbfe0,91.51250952422588,73.34748624915565,95.19770636722016,9,True,False,False,9,0,0.2857142857142857,False,False
2024-05,90,80,retrospective_oracle,exact,2024-05,Optimal,9,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayC;sensor06→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,97c48b93a4fc4650,96.64622341023495,90.36767297075062,97.35151583455426,9,True,True,True,9,0,1.0,False,False
2024-05,95,85,previous_month,proposed,2024-04,Feasible,10,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,947350bea811764a,96.20654767109257,90.36767297075062,96.47244449453397,9,True,True,True,9,1,0.46153846153846156,False,False
2024-05,95,85,expanding_window,proposed,2024-02;2024-03;2024-04,Feasible,10,sensor01→gatewayA;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,653063214fd849c6,94.96246518192832,88.03892723775037,95.6629491945477,9,False,True,False,9,1,0.35714285714285715,False,False
