test_month,P_min_pct,S_min_pct,policy,fit_method,fit_months,fit_status,n_links,test_oracle_n_links,budget_minus_test_oracle,subset_jaccard_with_test_oracle,subset_hash,selected_links,is_initial_observation_cold_start,is_before_frozen_policy_available
2024-04,98,90,retrospective_oracle,exact,2024-04,Optimal,14,14,0,1.0,41373d6960c195b8,sensor01→gatewayA;sensor01→gatewayC;sensor02→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor03→gatewayC;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor08→gatewayB;sensor09→gatewayA,False,True
2024-05,90,80,previous_month,proposed,2024-04,Feasible,9,9,0,0.3846153846153846,a3ace494bf9be893,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,expanding_window,proposed,2024-02;2024-03;2024-04,Feasible,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,previous_month,multicover,2024-04,Feasible,9,9,0,0.3846153846153846,a3ace494bf9be893,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,expanding_window,multicover,2024-02;2024-03;2024-04,Feasible,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,previous_month,coverage_only,2024-04,Feasible,9,9,0,0.3846153846153846,a3ace494bf9be893,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,expanding_window,coverage_only,2024-02;2024-03;2024-04,Feasible,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,previous_month,exact,2024-04,Optimal,9,9,0,0.3846153846153846,a3ace494bf9be893,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,expanding_window,exact,2024-02;2024-03;2024-04,Optimal,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,frozen_initial_window,proposed,2024-02;2024-03;2024-04,Feasible,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,frozen_initial_window,multicover,2024-02;2024-03;2024-04,Feasible,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,frozen_initial_window,coverage_only,2024-02;2024-03;2024-04,Feasible,9,9,0,0.2857142857142857,5116df5a05fbbfe0,sensor01→gatewayA;sensor02→gatewayA;sensor03→gatewayA;sensor04→gatewayA;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,90,80,retrospective_oracle,exact,2024-05,Optimal,9,9,0,1.0,97c48b93a4fc4650,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayC;sensor04→gatewayC;sensor05→gatewayC;sensor06→gatewayA;sensor07→gatewayC;sensor08→gatewayA;sensor09→gatewayA,False,False
2024-05,95,85,previous_month,proposed,2024-04,Feasible,10,9,1,0.4615384615384615,947350bea811764a,sensor01→gatewayA;sensor02→gatewayC;sensor03→gatewayA;sensor04→gatewayA;sensor04→gatewayC;sensor05→gatewayA;sensor06→gatewayA;sensor07→gatewayA;sensor08→gatewayA;sensor09→gatewayA,False,False
